Original_Order,handle,Progress
1694,18947,Y
1695,18948,Y
1696,18949,Y
1697,18950,Y
1698,18951,Y
1699,18952,Y
1700,18953,Y
1701,18954,Y
1702,18955,Y
1704,18957,Y
1705,18958,Y
1706,18959,Y
1707,18960,Y
1708,18961,Y
1709,18962,Y
1710,18963,Y
1711,18964,Y
1712,18965,Y
1713,18966,Y
1715,18968,Y
1716,18969,Y
1717,18970,Y
1718,18971,Y
1719,18972,Y
1720,18973,Y
1721,18974,Y
1722,18975,Y
1723,18976,Y
1724,18977,Y
1725,18978,Y
1726,18979,Y
1727,18980,Y
1728,18981,Y
1730,18983,Y
1731,18984,Y
1732,18985,Y
1733,18986,Y
1735,18988,Y
1736,18989,Y
1737,18990,Y
1738,18991,Y
1739,18992,Y
1740,18993,Y
1742,18995,Y
1743,18996,Y
1744,18997,Y
1745,18998,Y
1746,18999,Y
1747,19000,Y
1748,19001,Y
1749,19002,Y
1750,19003,Y
1751,19004,Y
1752,19005,Y
1753,19006,Y
1754,19007,Y
1755,19008,Y
1756,19009,Y
1757,19010,Y
1758,19011,Y
1759,19012,Y
1760,19013,Y
1761,19014,skip
1762,19015,Y
1763,19016,Y
1764,19017,Y
1765,19018,Y
1766,19019,Y
1767,19020,Y
1768,19021,Y
1769,19022,Y
1770,19023,Y
1771,19024,Y
1772,19025,Y
1773,19026,Y
1774,19027,Y
1776,19029,Y
1777,19030,Y
1778,19031,Y
1780,19033,Y
1781,19034,Y
1782,19035,Y
1783,19036,Y
1784,19037,Y
1785,19038,Y
1786,19039,Y
1787,19040,Y
1788,19041,Y
1789,19042,Y
1790,19043,Y
1791,19044,Y
1792,19045,Y
1793,19046,Y
1794,19047,Y
1795,19048,Y
1796,19049,Y
1797,19050,Y
1798,19051,Y
1799,19052,Y
1800,19053,Y
1801,19054,Y
1802,19055,Y
1803,19056,Y
1804,19057,Y
1805,19058,Y
1806,19059,Y
1808,19061,Y
1809,19062,Y
1810,19063,Y
1811,19064,Y
1812,19065,Y
1813,19066,Y
1814,19067,Y
1815,19068,Y
1816,19069,Y
1817,19070,Y
1818,19071,Y
1819,19072,Y
1820,19073,Y
1821,19074,Y
1822,19075,Y
1823,19076,Y
1824,19077,Y
1826,19079,Y
1827,19080,Y
1828,19081,Y
1829,19082,Y
1830,19083,Y
1831,19084,Y
1832,19085,Y
1833,19086,Y
1835,19088,Y
1836,19089,Y
1837,19090,Y
1838,19091,Y
1839,19092,Y
1840,19093,Y
1841,19094,Y
1843,19096,Y
1844,19097,Y
1845,19098,Y
1846,19099,Y
1847,19100,Y
1848,19101,Y
1849,19102,Y
1850,19103,Y
1851,19104,Y
1853,19106,Y
1854,19107,Y
1856,19109,Y
1857,19110,Y
1858,19111,Y
1859,19112,Y
1860,19113,Y
1861,19114,Y
1862,19115,Y
1863,19116,Y
1864,19117,Y
1865,19118,Y
1866,19119,Y
1867,19120,Y
1868,19121,Y
1869,19122,Y
1870,19123,Y
1871,19124,Y
1872,19125,Y
1873,19126,Y
1874,19127,Y
1875,19128,Y
1876,19129,Y
1877,19130,Y
1878,19131,Y
1879,19132,Y
1880,19133,Y
1882,19135,Y
1883,19136,Y
1884,19137,Y
1885,19138,Y
1886,19139,Y
1887,19140,Y
1888,19141,Y
1889,19142,Y
1890,19143,Y
1892,19145,Y
1893,19146,Y
1894,19147,Y
1895,19148,Y
1896,19149,Y
1897,19150,Y
1898,19151,Y
1899,19152,Y
1900,19153,Y
1901,19154,Y
1902,19155,Y
1903,19156,Y
1904,19157,Y
1905,19158,Y
1906,19159,Y
1907,19160,Y
1908,19161,Y
1909,19162,Y
1911,19164,Y
1912,19165,Y
1913,19166,Y
1914,19167,Y
1915,19168,Y
1916,19169,Y
1917,19170,Y
1918,19171,Y
1919,19172,Y
1920,19173,Y
1921,19174,Y
1922,19175,Y
1923,19176,Y
1924,19177,Y
1925,19178,Y
1926,19179,Y
1927,19180,Y
1928,19181,Y
1929,19182,Y
1930,19183,Y
1931,19184,Y
1932,19185,Y
1933,19186,Y
1935,19188,Y
1936,19189,Y
1937,19190,Y
1938,19191,Y
1939,19192,Y
1940,19193,Y
1941,19194,Y
1942,19195,Y
1943,19196,Y
1944,19197,Y
1945,19198,Y
1947,19200,Y
1948,19201,Y
1950,19203,Y
1951,19204,Y
1952,19205,Y
1953,19206,Y
1954,19207,Y
1955,19208,Y
1956,19209,Y
1957,19210,Y
1958,19211,Y
1959,19212,Y
1960,19213,Y
1961,19214,Y
1962,19215,Y
1963,19216,Y
1964,19217,Y
1965,19218,Y
1966,19219,Y
1967,19220,Y
1970,19223,Y
1971,19224,Y
1972,19225,Y
1973,19226,Y
1974,19227,Y
1975,19228,Y
1976,19229,Y
1977,19230,Y
1978,19231,Y
1979,19232,Y
1980,19233,Y
1981,19234,Y
1982,19235,Y
1983,19236,Y
1985,19238,Y
1986,19239,Y
1987,19240,Y
1989,19242,Y
1990,19243,Y
1991,19244,Y
1993,19246,Y
1994,19247,Y
1995,19248,Y
1996,19249,Y
1997,19250,Y
1998,19251,Y
1999,19252,Y
2000,19253,Y
2001,19254,Y
2002,19255,Y
2003,19256,Y
2004,19257,Y
2005,19258,Y
2006,19259,Y
2008,19261,Y
2009,19262,Y
2010,19263,Y
2011,19264,Y
2012,19265,Y
2013,19266,Y
2014,19267,Y
2015,19268,Y
2016,19269,Y
2017,19270,Y
2018,19271,Y
2019,19272,Y
2020,19273,Y
2021,19274,Y
2022,19275,Y
2023,19276,Y
2024,19277,Y
2025,19278,Y
2026,19279,Y
2027,19280,Y
2028,19281,Y
2029,19282,Y
2030,19283,Y
2031,19284,Y
2032,19285,Y
2033,19286,Y
2034,19287,Y
2035,19288,Y
2036,19289,Y
2037,19290,Y
2038,19291,Y
